Expected Points For Each Team From Making Each Round
+-------------------+-------------+----------+---------+---------+--------------+--------+---------+
|        Team       | Round of 32 | Sweet 16 | Elite 8 | Final 4 | Championship | Winner |  Total  |
|     New Mexico    |    1.398    |  1.034   |  0.520  |  0.374  |    0.209     | 0.096  |  3.631  |
|      Samford      |    2.136    |  0.584   |  0.137  |  0.022  |    0.004     | 0.001  |  2.883  |
|        Iowa       |    1.086    |  0.738   |  0.335  |  0.220  |    0.111     | 0.046  |  2.535  |
|      Lipscomb     |    1.825    |  0.292   |  0.022  |  0.003  |    0.000     | 0.000  |  2.143  |
|   McNeese State   |    1.422    |  0.367   |  0.125  |  0.022  |    0.003     | 0.001  |  1.940  |
|     High Point    |    1.147    |  0.583   |  0.090  |  0.026  |    0.005     | 0.001  |  1.853  |
|        Yale       |    1.020    |  0.582   |  0.144  |  0.024  |    0.004     | 0.001  |  1.774  |
|    Saint Louis    |    0.970    |  0.394   |  0.142  |  0.027  |    0.004     | 0.001  |  1.538  |
|    Utah Valley    |    1.199    |  0.251   |  0.035  |  0.008  |    0.001     | 0.000  |  1.493  |
|       Akron       |    0.970    |  0.266   |  0.094  |  0.016  |    0.003     | 0.000  |  1.349  |
| Northern Colorado |    0.629    |  0.336   |  0.029  |  0.005  |    0.001     | 0.000  |  0.999  |
|  New Mexico State |    0.817    |  0.141   |  0.018  |  0.003  |    0.000     | 0.000  |  0.980  |
|       Dayton      |    0.533    |  0.233   |  0.135  |  0.040  |    0.014     | 0.004  |  0.958  |
|       Bryant      |    0.730    |  0.122   |  0.013  |  0.001  |    0.000     | 0.000  |  0.866  |
|  Cleveland State  |    0.431    |  0.103   |  0.018  |  0.004  |    0.001     | 0.000  |  0.555  |
|       Marist      |    0.399    |  0.114   |  0.021  |  0.002  |    0.000     | 0.000  |  0.537  |
|      Southern     |    0.473    |  0.048   |  0.003  |  0.000  |    0.000     | 0.000  |  0.525  |
|   Morehead State  |    0.346    |  0.030   |  0.003  |  0.000  |    0.000     | 0.000  |  0.380  |
|    Old Dominion   |    0.274    |  0.053   |  0.005  |  0.000  |    0.000     | 0.000  |  0.332  |
|  William and Mary |    0.257    |  0.037   |  0.005  |  0.001  |    0.000     | 0.000  |  0.300  |
|   Nebraska-Omaha  |    0.257    |  0.034   |  0.006  |  0.001  |    0.000     | 0.000  |  0.298  |
|    Long Island    |    0.101    |  0.012   |  0.001  |  0.000  |    0.000     | 0.000  |  0.114  |
|      Colgate      |    0.058    |  0.004   |  0.000  |  0.000  |    0.000     | 0.000  |  0.062  |
|       Howard      |    0.021    |  0.001   |  0.000  |  0.000  |    0.000     | 0.000  |  0.022  |
+-------------------+-------------+----------+---------+---------+--------------+--------+---------+
