GameDay,GameID,TeamID,Team,OpponentID,Opponent,Location,Division,Conference,Playoffs,WinOrLoss,PlayerType,MIN,PTS,FGM,FGA,3FM,3FA,FTM,FTA,REB,AST,STL,BLK,OREB,TO,PF
12/6/2024,1361674,538,Quinnipiac,306,Rider,V,,,,W,,196,72,27,57,6,23,12,18,0,14,8,6,12,14,0
12/6/2024,1361717,388,Illinois,471,Northwestern,V,,,,L,,221,66,25,67,9,34,7,11,0,19,2,4,6,9,0
12/6/2024,1361717,471,Northwestern,388,Illinois,H,,,,W,,222,70,28,72,4,21,10,17,0,13,5,6,7,4,0
12/7/2024,1259393,262,North Carolina State,442,Florida State,H,,ACC,,W,,219,84,28,54,8,23,20,29,0,10,6,4,9,10,0
12/7/2024,1259393,442,Florida State,262,North Carolina State,V,,ACC,,L,,221,74,23,54,3,16,25,29,0,7,4,4,9,13,0
12/7/2024,1259557,481,Utah,320,Saint Mary`s,H,,,,L,,195,63,24,64,5,18,10,17,0,14,6,2,14,10,0
12/7/2024,1259557,320,Saint Mary`s,481,Utah,V,,,,W,,197,72,25,57,8,21,14,23,0,13,5,4,8,12,0
12/7/2024,1259686,341,Houston,354,Butler,H,,,,W,,193,79,32,60,9,18,6,6,0,8,6,5,12,11,0
12/7/2024,1259686,354,Butler,341,Houston,V,,,,L,,194,51,13,46,9,28,16,22,0,10,5,1,7,12,0
12/7/2024,1259708,332,Kentucky,435,Gonzaga,N,,,,W,,219,90,34,75,7,25,15,18,0,17,1,4,15,7,0
12/7/2024,1259708,435,Gonzaga,332,Kentucky,N,,,,L,,220,89,33,71,6,27,17,24,0,17,2,2,13,5,0
12/7/2024,1259739,424,UNLV,456,Creighton,V,,,,L,,196,65,27,64,7,21,4,7,0,7,10,2,6,6,0
12/7/2024,1259739,456,Creighton,424,UNLV,H,,,,W,,196,83,31,49,10,20,11,12,0,20,4,6,3,12,0
12/7/2024,1259763,462,Marquette,325,Wisconsin,H,,,,W,,195,88,31,62,8,26,18,21,0,17,9,3,10,5,0
12/7/2024,1259763,325,Wisconsin,462,Marquette,V,,,,L,,196,74,24,52,10,26,16,18,0,16,3,1,11,14,0
12/7/2024,1259783,402,Southern Utah,234,Arizona,V,,,,L,,192,66,24,64,10,28,8,15,0,14,5,4,9,17,0
12/7/2024,1259783,234,Arizona,402,Southern Utah,H,,,,W,,193,102,34,68,6,16,28,36,0,23,13,4,12,9,0
12/7/2024,1259810,512,San Diego,323,San Diego State,V,,,,L,,195,57,17,55,6,32,17,23,0,10,4,2,7,15,0
12/7/2024,1259810,323,San Diego State,512,San Diego,H,,,,W,,195,74,29,66,5,17,11,15,0,13,6,2,10,10,0
12/7/2024,1259836,324,North Carolina,371,Georgia Tech,H,,,,W,,194,68,23,59,5,24,17,21,0,10,11,2,9,18,0
12/7/2024,1259836,371,Georgia Tech,324,North Carolina,V,,,,L,,197,65,20,64,8,27,17,24,0,8,5,4,9,14,0
12/7/2024,1260078,493,Rutgers,482,Ohio State,V,,,,L,,196,66,24,57,7,19,11,12,0,10,4,1,8,14,0
12/7/2024,1260078,482,Ohio State,493,Rutgers,H,,,,W,,196,80,32,58,6,18,10,13,0,14,4,4,8,10,0
12/7/2024,1260233,360,Colorado State,254,Colorado,V,,,,L,,194,55,20,64,7,27,8,8,0,7,7,2,8,11,0
12/7/2024,1260233,254,Colorado,360,Colorado State,H,,,,W,,196,72,28,56,9,24,7,12,0,18,7,4,8,16,0
12/7/2024,1260258,427,Boston College,317,Wake Forest,V,,,,L,,195,66,21,57,12,30,12,14,0,16,3,1,9,14,0
12/7/2024,1260258,317,Wake Forest,427,Boston College,H,,,,W,,195,72,21,47,5,13,25,34,0,12,9,2,6,8,0
12/7/2024,1260277,514,Vermont,321,Yale,V,,,,L,,196,50,19,55,7,27,5,9,0,8,7,5,7,10,0
12/7/2024,1260277,321,Yale,514,Vermont,H,,,,W,,196,65,23,52,8,20,11,13,0,16,6,2,7,12,0
12/7/2024,1260293,351,Utah State,11200,Utah Tech,H,,,,W,,194,92,32,65,8,29,20,26,0,19,8,6,11,13,0
12/7/2024,1260293,11200,Utah Tech,351,Utah State,V,,,,L,,195,62,25,61,8,31,4,11,0,20,6,2,8,14,0
12/7/2024,1260303,375,James Madison,562,Utah Valley,H,,,,W,,191,78,27,54,13,26,11,16,0,19,5,5,7,11,0
12/7/2024,1260303,562,Utah Valley,375,James Madison,V,,,,L,,195,61,19,57,5,21,18,25,0,7,8,2,10,9,0
12/7/2024,1260583,294,Nebraska,227,Michigan State,V,,,,L,,193,52,18,54,4,22,12,18,0,8,8,0,4,11,0
12/7/2024,1260583,227,Michigan State,294,Nebraska,H,,,,W,,195,89,29,56,9,23,22,23,0,20,4,5,11,14,0
12/7/2024,1260603,259,Dayton,245,Lehigh,H,,,,W,,192,86,28,49,14,22,16,23,0,21,3,7,1,4,0
12/7/2024,1260603,245,Lehigh,259,Dayton,V,,,,L,,194,62,24,62,8,23,6,11,0,14,2,2,7,4,0
12/7/2024,1260709,412,Virginia Tech,473,Pittsburgh,H,,ACC,,L,,196,59,23,53,8,25,5,7,0,13,4,0,6,17,0
12/7/2024,1260709,473,Pittsburgh,412,Virginia Tech,V,,ACC,,W,,196,64,23,56,6,28,12,12,0,10,7,5,9,12,0
12/7/2024,1260793,492,Delaware State,379,Loyola Maryland,H,,,,W,,195,80,31,59,3,10,15,23,0,17,8,2,11,15,0
12/7/2024,1260793,379,Loyola Maryland,492,Delaware State,V,,,,L,,197,77,27,61,10,27,13,16,0,14,9,1,8,13,0
12/7/2024,1260855,571,Cal State Bakersfield,11199,UC San Diego,V,,,,L,,193,60,22,48,5,9,11,12,0,8,8,4,4,19,0
12/7/2024,1260855,11199,UC San Diego,571,Cal State Bakersfield,H,,,,W,,196,81,26,55,15,35,14,19,0,18,9,2,5,12,0
12/7/2024,1260904,283,New Mexico,438,New Mexico State,H,,,,L,,220,83,30,84,10,32,13,22,0,17,9,5,20,6,0
12/7/2024,1260904,438,New Mexico State,283,New Mexico,V,,,,W,,221,89,32,62,14,31,11,17,0,18,4,3,7,16,0
12/7/2024,1261170,506,East Carolina,303,South Carolina,V,,,,L,,194,68,27,55,4,14,10,14,0,9,7,3,7,5,0
12/7/2024,1261170,303,South Carolina,506,East Carolina,H,,,,W,,196,75,27,50,12,23,9,17,0,19,1,1,5,8,0
12/7/2024,1261232,376,Akron,4000,ND1,H,,,,W,,194,101,37,81,13,47,14,17,0,21,8,3,19,8,0
12/7/2024,1261261,267,Hawaii,389,Long Beach State,V,,,,L,,194,68,26,53,7,19,9,12,0,13,6,4,7,15,0
12/7/2024,1261261,389,Long Beach State,267,Hawaii,H,,,,W,,196,76,25,50,10,13,16,17,0,11,10,1,4,11,0
12/7/2024,1261404,559,South Dakota State,268,Eastern Washington,H,,,,W,,194,74,26,64,7,31,15,16,0,16,7,2,15,13,0
12/7/2024,1261404,268,Eastern Washington,559,South Dakota State,V,,,,L,,195,53,16,44,4,22,17,22,0,10,11,1,2,14,0
12/7/2024,1261434,286,Montana State,466,Missouri-Kansas City,H,,,,W,,194,74,26,53,11,27,11,16,0,14,4,2,8,9,0
12/7/2024,1261434,466,Missouri-Kansas City,286,Montana State,V,,,,L,,195,62,21,58,6,27,14,17,0,10,8,1,9,8,0
12/7/2024,1261492,229,Virginia,342,SMU,V,,,,L,,196,51,16,47,8,19,11,12,0,11,8,2,2,13,0
12/7/2024,1261492,342,SMU,229,Virginia,H,,,,W,,196,63,21,49,6,24,15,20,0,13,8,2,8,10,0
12/7/2024,1261590,288,Morgan State,453,Bowling Green,V,,,,L,,194,81,32,72,4,16,13,21,0,19,6,3,14,12,0
12/7/2024,1261590,453,Bowling Green,288,Morgan State,H,,,,W,,195,102,39,68,11,28,13,16,0,21,8,0,8,8,0
12/7/2024,1261791,551,Texas A&M-Corpus Christi,468,Stephen F. Austin,H,,,,W,,192,67,26,53,3,10,12,17,0,14,10,10,7,10,0
12/7/2024,1261791,468,Stephen F. Austin,551,Texas A&M-Corpus Christi,V,,,,L,,193,48,20,59,3,20,5,15,0,11,5,7,14,16,0
12/7/2024,1261894,488,Saint Bonaventure,521,Buffalo,H,,,,W,,195,65,21,47,4,15,19,24,0,11,10,2,6,11,0
12/7/2024,1261894,521,Buffalo,488,Saint Bonaventure,V,,,,L,,196,55,20,48,8,25,7,7,0,8,4,1,4,18,0
12/7/2024,1261935,430,UC Santa Barbara,558,UC Davis,V,,,,L,,194,60,22,56,6,21,10,13,0,8,4,3,6,12,0
12/7/2024,1261935,558,UC Davis,430,UC Santa Barbara,H,,,,W,,197,71,22,53,9,23,18,23,0,12,8,4,7,9,0
12/7/2024,1262051,458,East Tennessee State,319,Wichita State,V,,,,L,,196,87,33,71,14,36,7,12,0,20,7,2,7,12,0
12/7/2024,1262051,319,Wichita State,458,East Tennessee State,H,,,,W,,196,96,35,64,9,21,17,21,0,17,8,7,7,11,0
12/7/2024,1262174,406,Texas-San Antonio,235,Arkansas,V,,,,L,,196,60,24,59,7,24,5,5,0,7,8,4,4,8,0
12/7/2024,1262174,235,Arkansas,406,Texas-San Antonio,H,,,,W,,196,75,28,53,5,15,14,19,0,15,5,5,7,14,0
12/7/2024,1262202,277,Mississippi Valley State,274,Liberty,V,,,,L,,193,52,20,48,2,11,10,15,0,6,6,0,5,17,0
12/7/2024,1262202,274,Liberty,277,Mississippi Valley State,H,,,,W,,194,89,29,52,16,33,15,20,0,18,9,3,5,10,0
12/7/2024,1262443,87,Lindenwood,465,Mississippi,V,,,,L,,192,53,18,51,6,21,11,19,0,9,5,2,8,14,0
12/7/2024,1262443,465,Mississippi,87,Lindenwood,H,,,,W,,194,86,31,60,8,23,16,22,0,19,8,8,8,7,0
12/7/2024,1262517,467,Cal State Fullerton,549,UC Riverside,V,,,,L,,194,68,22,50,3,16,21,26,0,11,5,1,4,15,0
12/7/2024,1262517,549,UC Riverside,467,Cal State Fullerton,H,,,,W,,194,75,25,53,9,25,16,21,0,11,2,2,4,10,0
12/7/2024,1262551,237,Notre Dame,310,Syracuse,H,,,,W,,195,69,22,49,8,22,17,27,0,7,4,4,7,14,0
12/7/2024,1262551,310,Syracuse,237,Notre Dame,V,,,,L,,196,64,24,51,0,9,16,24,0,13,5,2,5,11,0
12/7/2024,1262794,440,Air Force,546,Stony Brook,N,,,,W,,195,69,24,42,6,18,15,19,0,16,9,4,2,19,0
12/7/2024,1262794,546,Stony Brook,440,Air Force,N,,,,L,,197,61,22,59,3,21,14,17,0,12,8,2,12,16,0
12/7/2024,1262838,504,Oregon State,241,Idaho,H,,,,W,,193,78,30,64,5,13,13,17,0,21,11,1,12,5,0
12/7/2024,1262838,241,Idaho,504,Oregon State,V,,,,L,,194,62,22,51,8,26,10,16,0,8,1,5,12,15,0
12/7/2024,1262915,527,Oral Roberts,269,Idaho State,V,,,,L,,194,55,17,55,9,29,12,15,0,10,8,4,3,9,0
12/7/2024,1262915,269,Idaho State,527,Oral Roberts,H,,,,W,,195,71,23,57,2,18,23,27,0,17,3,7,15,12,0
12/7/2024,1262998,577,Omaha,520,Sacramento State,V,,,,W,,192,70,27,60,8,23,8,8,0,13,12,2,7,10,0
12/7/2024,1262998,520,Sacramento State,577,Omaha,H,,,,L,,195,60,16,45,8,26,20,26,0,11,5,5,9,17,0
12/7/2024,1263081,361,Towson,356,Maryland-Baltimore County,H,,,,L,,195,71,30,78,7,26,4,9,0,7,3,4,17,9,0
12/7/2024,1263081,356,Maryland-Baltimore County,361,Towson,V,,,,W,,196,84,31,60,10,25,12,16,0,16,7,0,2,8,0
12/7/2024,1263271,270,Boston University,540,Albany,H,,,,W,,220,80,27,50,9,22,17,28,0,15,7,10,9,17,0
12/7/2024,1263271,540,Albany,270,Boston University,V,,,,L,,221,74,27,61,11,19,9,12,0,11,11,3,5,9,0
12/7/2024,1263484,568,South Dakota,322,Northern Arizona,V,,,,L,,194,82,27,62,6,22,22,33,0,11,7,1,10,9,0
12/7/2024,1263484,322,Northern Arizona,568,South Dakota,H,,,,W,,194,95,31,55,9,20,24,35,0,20,4,1,5,9,0
12/7/2024,1263527,564,North Florida,367,Georgia Southern,V,,,,L,,220,91,35,78,14,45,7,14,0,18,6,2,7,11,0
12/7/2024,1263527,367,Georgia Southern,564,North Florida,H,,,,W,,221,93,36,73,9,24,12,22,0,23,7,4,10,14,0
12/7/2024,1263620,508,Columbia,4000,ND1,H,,,,W,,193,98,37,72,14,36,10,11,0,25,12,3,17,9,0
12/7/2024,1263636,515,Western Carolina,575,South Carolina Upstate,H,,,,L,,195,68,24,54,9,28,11,16,0,11,5,0,6,19,0
12/7/2024,1263636,575,South Carolina Upstate,515,Western Carolina,V,,,,W,,197,74,28,56,4,16,14,22,0,14,14,3,7,12,0
12/7/2024,1263813,11201,Queens (N.C.),411,Virginia Military Institute,V,,,,W,,196,81,32,53,9,21,8,15,0,18,4,2,10,21,0
12/7/2024,1263813,411,Virginia Military Institute,11201,Queens (N.C.),H,,,,L,,197,78,25,56,11,30,17,20,0,9,16,4,6,7,0
12/7/2024,1263838,420,Coastal Carolina,452,Winthrop,V,,,,L,,196,89,29,54,10,23,21,29,0,12,2,2,5,12,0
12/7/2024,1263838,452,Winthrop,420,Coastal Carolina,H,,,,W,,196,96,29,53,7,17,31,40,0,11,7,2,4,5,0
12/7/2024,1263924,258,Illinois State,386,Pacific,H,,,,W,,194,72,23,52,10,25,16,19,0,13,5,0,6,7,0
12/7/2024,1263924,386,Pacific,258,Illinois State,V,,,,L,,195,61,22,57,8,25,9,9,0,8,1,2,8,12,0
12/7/2024,1263998,11203,Southern Indiana,400,Southern Illinois,V,,,,L,,195,70,25,54,5,9,15,17,0,14,9,2,7,9,0
12/7/2024,1263998,400,Southern Illinois,11203,Southern Indiana,H,,,,W,,197,73,27,56,5,13,14,19,0,16,5,5,10,12,0
12/7/2024,1264243,413,Fairleigh Dickinson,4000,ND1,H,,,,W,,193,98,33,64,12,32,20,30,0,18,10,4,16,13,0
12/7/2024,1264575,399,Western Kentucky,384,Evansville,V,,,,W,,194,79,27,61,10,24,15,18,0,14,8,2,5,10,0
12/7/2024,1264575,384,Evansville,399,Western Kentucky,H,,,,L,,198,65,22,61,9,31,12,16,0,14,7,7,5,10,0
12/7/2024,1264629,510,McNeese State,4000,ND1,H,,,,W,,195,103,41,59,10,21,11,11,0,23,10,3,9,12,0
12/7/2024,1264675,518,Southern,408,Tulsa,V,,,,W,,194,70,23,62,3,14,21,25,0,6,8,3,12,7,0
12/7/2024,1264675,408,Tulsa,518,Southern,H,,,,L,,197,66,21,51,8,26,16,21,0,12,3,5,6,13,0
12/7/2024,1264756,247,Nicholls State,439,New Orleans,H,,SLC,,W,,196,73,28,66,4,20,13,21,0,12,10,5,16,9,0
12/7/2024,1264756,439,New Orleans,247,Nicholls State,V,,SLC,,L,,197,70,23,55,5,17,19,25,0,10,7,1,7,12,0
12/7/2024,1264995,496,UNC Asheville,4000,ND1,H,,,,W,,194,120,44,72,15,33,17,25,0,23,14,2,12,14,0
12/7/2024,1264996,0,ND1,11197,Bellarmine,V,,,,L,,192,66,26,62,11,26,3,9,27,15,7,0,6,6,0
12/7/2024,1264996,11197,Bellarmine,4000,ND1,H,,,,W,,195,94,35,66,22,49,2,3,0,26,6,0,11,9,0
12/7/2024,1264997,525,Tennessee-Martin,4000,ND1,H,,,,W,,195,112,36,68,11,33,29,42,0,21,7,9,18,7,0
12/7/2024,1264998,311,Toledo,4000,ND1,H,,,,W,,194,111,46,70,6,17,13,24,0,25,11,4,13,5,0
12/7/2024,1264999,579,Grand Canyon,4000,ND1,H,,,,W,,194,100,34,68,8,28,24,35,0,19,14,6,14,5,0
12/7/2024,1265494,486,Washington State,244,Boise State,V,,,,W,,195,74,29,57,6,22,10,18,0,16,5,6,4,13,0
12/7/2024,1265494,244,Boise State,486,Washington State,H,,,,L,,197,69,25,66,7,27,12,20,0,10,7,3,10,8,0
12/7/2024,1371267,305,Saint John`s,377,Kansas State,H,,,,W,,193,88,32,75,8,27,16,17,0,17,4,7,13,8,0
12/7/2024,1371267,377,Kansas State,305,Saint John`s,V,,,,L,,196,71,25,71,8,25,13,20,0,10,5,4,10,8,0
12/7/2024,1371732,289,Providence,474,Rhode Island,V,,,,L,,196,63,25,57,5,20,8,15,0,9,10,4,8,13,0
12/7/2024,1371732,474,Rhode Island,289,Providence,H,,,,W,,197,69,26,61,5,15,12,19,0,11,9,6,12,12,0
12/7/2024,1371854,11202,Texas A&M-Commerce,582,Incarnate Word,V,,,,L,,194,53,15,41,8,24,15,20,0,9,9,3,4,21,0
12/7/2024,1371854,582,Incarnate Word,11202,Texas A&M-Commerce,H,,,,W,,195,65,23,49,4,14,15,21,0,7,12,4,11,16,0
12/7/2024,1371855,226,Furman,358,Princeton,H,,,,W,,194,69,25,58,10,34,9,16,0,12,7,6,12,13,0
12/7/2024,1371855,358,Princeton,226,Furman,V,,,,L,,196,63,21,54,6,19,15,20,0,10,10,0,7,12,0
12/7/2024,1371856,334,Miami (Fla.),357,Clemson,H,,,,L,,195,55,23,56,4,25,5,6,0,5,3,2,11,11,0
12/7/2024,1371856,357,Clemson,334,Miami (Fla.),V,,,,W,,196,65,23,58,9,27,10,12,0,10,4,3,10,7,0
12/7/2024,1371971,494,Massachusetts,580,Massachusetts-Lowell,H,,,,L,,196,83,30,63,2,14,21,33,0,11,13,2,10,12,0
12/7/2024,1371971,580,Massachusetts-Lowell,494,Massachusetts,V,,,,W,,197,96,29,50,8,21,30,34,0,19,7,1,3,20,0
12/7/2024,1372231,396,South Florida,418,Loyola Chicago,V,,,,L,,196,72,26,53,8,21,12,16,0,17,4,3,7,14,0
12/7/2024,1372231,418,Loyola Chicago,396,South Florida,H,,,,W,,196,74,26,61,6,21,16,23,0,16,8,3,8,6,0
12/7/2024,1372484,475,Detroit,421,Wright State,H,,,,L,,194,72,28,67,5,15,11,16,0,10,6,1,12,7,0
12/7/2024,1372484,421,Wright State,475,Detroit,V,,,,W,,196,80,28,49,8,19,16,19,0,14,5,3,5,14,0
12/7/2024,1372941,457,Holy Cross,256,Central Connecticut,H,,,,L,,196,56,22,51,8,21,4,5,0,12,3,3,8,17,0
12/7/2024,1372941,256,Central Connecticut,457,Holy Cross,V,,,,W,,196,69,28,54,5,17,8,12,0,11,14,2,6,10,0
12/7/2024,1372945,2031757,Mercyhurst,271,Lafayette,H,,,,L,,194,73,24,51,12,23,13,17,0,16,8,2,6,8,0
12/7/2024,1372945,271,Lafayette,2031757,Mercyhurst,V,,,,W,,196,77,26,51,11,22,14,21,0,15,3,7,11,14,0
12/7/2024,1372948,537,IUPUI,578,Northern Kentucky,H,,HL,,L,,195,64,24,47,10,20,6,9,0,12,4,1,7,15,0
12/7/2024,1372948,578,Northern Kentucky,537,IUPUI,V,,HL,,W,,195,66,26,58,9,26,5,7,0,15,10,6,7,10,0
12/7/2024,1372949,441,Youngstown State,541,Oakland,H,,HL,,W,,194,66,23,52,8,27,12,14,0,14,6,5,9,9,0
12/7/2024,1372949,541,Oakland,441,Youngstown State,V,,HL,,L,,196,50,18,52,2,16,12,17,0,5,4,1,8,11,0
12/7/2024,1372950,513,Tennessee Tech,2031759,West Georgia,V,,,,L,,194,73,25,52,8,24,15,20,0,17,5,0,7,15,0
12/7/2024,1372950,2031759,West Georgia,513,Tennessee Tech,H,,,,W,,197,78,29,58,7,20,13,16,0,18,8,2,5,6,0
12/7/2024,1372952,524,UNC Greensboro,509,North Carolina A&T,V,,,,W,,195,67,20,55,12,30,15,18,0,11,7,4,8,11,0
12/7/2024,1372952,509,North Carolina A&T,524,UNC Greensboro,H,,,,L,,197,55,21,56,3,23,10,13,0,7,6,7,8,10,0
12/7/2024,1372976,393,Drexel,331,Penn,H,,,,W,,194,60,24,53,3,14,9,11,0,13,8,3,7,13,0
12/7/2024,1372976,331,Penn,393,Drexel,V,,,,L,,195,47,20,59,4,18,3,6,0,9,6,0,5,11,0
12/7/2024,1372978,313,Tulane,333,George Mason,V,,,,L,,196,64,23,56,10,27,8,10,0,12,4,4,6,7,0
12/7/2024,1372978,333,George Mason,313,Tulane,H,,,,W,,196,76,24,55,8,20,20,24,0,12,5,2,9,9,0
12/7/2024,1372979,364,Navy,563,NJIT,V,,,,L,,193,64,25,77,6,30,8,14,0,12,3,2,19,5,0
12/7/2024,1372979,563,NJIT,364,Navy,H,,,,W,,195,69,28,59,3,15,10,14,0,8,3,9,8,10,0
12/7/2024,1372981,450,Iowa,517,Michigan,V,,,,L,,194,83,32,77,9,27,10,17,0,13,5,2,13,4,0
12/7/2024,1372981,517,Michigan,450,Iowa,H,,,,W,,194,85,32,58,4,20,17,22,0,15,3,3,10,16,0
12/7/2024,1373006,552,Gardner-Webb,569,North Carolina Central,H,,,,L,,195,77,28,51,5,17,16,28,0,16,4,3,11,17,0
12/7/2024,1373006,569,North Carolina Central,552,Gardner-Webb,V,,,,W,,196,78,25,58,6,18,22,28,0,11,17,2,10,8,0
12/7/2024,1373058,422,Marshall,469,UNC Wilmington,V,,,,L,,193,69,26,64,7,30,10,24,0,14,7,8,14,13,0
12/7/2024,1373058,469,UNC Wilmington,422,Marshall,H,,,,W,,195,78,26,55,4,17,22,27,0,15,6,5,7,13,0
12/7/2024,1373275,16670,Saint Thomas (Minn.),387,Montana,H,,,,W,,195,88,29,58,9,22,21,25,0,18,6,3,5,9,0
12/7/2024,1373275,387,Montana,16670,Saint Thomas (Minn.),V,,,,L,,196,81,31,59,12,24,7,9,0,22,5,4,4,11,0
12/7/2024,1373276,359,Cleveland State,349,Green Bay,V,,,,W,,195,83,27,56,10,23,19,21,0,17,13,6,8,13,0
12/7/2024,1373276,349,Green Bay,359,Cleveland State,H,,,,L,,196,61,19,46,6,19,17,21,0,14,7,5,6,19,0
12/7/2024,1373497,276,Middle Tennessee,543,Belmont,V,,,,L,,194,79,30,66,10,26,9,12,0,15,5,6,11,14,0
12/7/2024,1373497,543,Belmont,276,Middle Tennessee,H,,,,W,,196,82,31,73,6,19,14,21,0,19,11,2,18,8,0
12/7/2024,1373666,502,UTEP,565,Seattle,H,,,,W,,192,88,32,57,7,17,17,19,0,18,14,3,10,13,0
12/7/2024,1373666,565,Seattle,502,UTEP,V,,,,L,,195,72,22,49,10,23,18,25,0,15,10,2,7,17,0
12/7/2024,1373686,511,Morehead State,472,Ohio,V,,,,L,,196,76,25,61,10,23,16,24,0,15,6,1,12,12,0
12/7/2024,1373686,472,Ohio,511,Morehead State,H,,,,W,,196,88,33,62,7,23,15,18,0,10,7,4,8,11,0
12/7/2024,1373687,340,California,307,Stanford,H,,ACC,,L,,195,81,30,71,8,21,13,16,0,5,2,5,16,7,0
12/7/2024,1373687,307,Stanford,340,California,V,,ACC,,W,,195,89,30,57,11,23,18,20,0,19,4,13,6,7,0
12/7/2024,1373706,378,George Washington,284,Old Dominion,V,,,,W,,195,76,23,49,7,17,23,37,0,12,9,3,11,12,0
12/7/2024,1373706,284,Old Dominion,378,George Washington,H,,,,L,,196,70,26,64,6,18,12,17,0,14,6,6,17,14,0
12/7/2024,1373707,576,Houston Christian,476,Northwestern State,H,,,,L,,195,57,22,52,5,21,8,13,0,9,5,2,8,11,0
12/7/2024,1373707,476,Northwestern State,576,Houston Christian,V,,,,W,,195,64,26,50,3,11,9,11,0,12,6,5,7,12,0
12/7/2024,1373837,501,Temple,328,Villanova,H,,,,L,,194,65,20,54,7,23,18,29,0,14,8,0,10,5,0
12/7/2024,1373837,328,Villanova,501,Temple,V,,,,W,,196,94,31,53,19,30,13,20,0,17,3,2,8,12,0
12/7/2024,1373886,287,Pepperdine,403,Grambling,H,,,,W,,194,85,34,69,10,23,7,9,0,18,6,7,10,8,0
12/7/2024,1373886,403,Grambling,287,Pepperdine,V,,,,L,,196,57,21,55,5,17,10,18,0,10,5,4,5,14,0
12/7/2024,1373962,536,Denver,534,Portland State,V,,,,W,,196,68,24,58,9,23,11,14,0,15,5,2,8,5,0
12/7/2024,1373962,534,Portland State,536,Denver,H,,,,L,,197,67,24,54,5,20,14,26,0,18,4,7,10,8,0
12/7/2024,1374075,404,Texas-Rio Grande Valley,296,Lamar,H,,,,L,,193,52,18,54,5,29,11,12,0,8,8,1,7,17,0
12/7/2024,1374075,296,Lamar,404,Texas-Rio Grande Valley,V,,,,W,,195,84,37,64,6,13,4,7,0,13,9,3,7,10,0
12/7/2024,1374089,347,Texas Southern,251,Sam Houston,V,,,,L,,194,71,27,62,7,22,10,15,0,15,7,1,9,8,0
12/7/2024,1374089,251,Sam Houston,347,Texas Southern,H,,,,W,,195,87,29,61,14,31,15,24,0,17,7,1,14,12,0
12/7/2024,1374270,415,Washington,398,Southern California,H,,,,L,,194,61,22,56,5,19,12,21,0,13,4,1,9,14,0
12/7/2024,1374270,398,Southern California,415,Washington,V,,,,W,,194,85,32,50,7,16,14,17,0,12,6,7,2,12,0
12/7/2024,1374271,285,Northern Iowa,470,Northern Illinois,H,,,,W,,194,101,34,55,12,24,21,29,0,21,5,2,9,8,0
12/7/2024,1374271,470,Northern Illinois,285,Northern Iowa,V,,,,L,,195,57,18,56,6,30,15,20,0,10,5,0,6,8,0
12/7/2024,1374292,2028841,Le Moyne,547,Binghamton,H,,,,L,,196,62,24,60,3,19,11,15,0,11,8,5,9,6,0
12/7/2024,1374292,547,Binghamton,2028841,Le Moyne,V,,,,W,,197,72,24,53,11,22,13,17,0,14,3,2,10,13,0
12/7/2024,1374474,539,Elon,532,Wofford,H,,,,W,,194,79,28,47,11,22,12,16,0,19,7,8,6,16,0
12/7/2024,1374474,532,Wofford,539,Elon,V,,,,L,,196,56,21,73,9,39,5,8,0,16,8,0,17,8,0
12/7/2024,1374554,265,Fresno State,301,Santa Clara,V,,,,L,,194,66,23,59,6,15,14,21,0,10,10,2,5,17,0
12/7/2024,1374554,301,Santa Clara,265,Fresno State,H,,,,W,,195,81,26,62,13,31,16,22,0,20,13,4,12,16,0
12/7/2024,1374569,535,Arkansas-Pine Bluff,574,Central Arkansas,H,,,,W,,195,84,28,53,15,32,13,18,0,20,4,0,4,14,0
12/7/2024,1374569,574,Central Arkansas,535,Arkansas-Pine Bluff,V,,,,L,,196,78,26,71,10,41,16,26,0,17,9,0,19,11,0
12/7/2024,1374589,500,La Salle,498,Saint Joseph`s,H,,,,L,,195,68,22,60,6,24,18,21,0,9,6,3,11,11,0
12/7/2024,1374589,498,Saint Joseph`s,500,La Salle,V,,,,W,,195,82,32,60,6,19,12,16,0,22,8,2,4,9,0
12/7/2024,1374646,560,North Dakota State,557,Northern Colorado,H,,,,W,,195,82,29,54,9,22,15,19,0,13,2,1,2,15,0
12/7/2024,1374646,557,Northern Colorado,560,North Dakota State,V,,,,L,,197,70,26,72,6,38,12,14,0,11,11,0,3,3,0
12/7/2024,1374647,279,Missouri State,460,Indiana State,H,,,,L,,195,77,26,58,8,22,17,27,0,10,11,1,12,10,0
12/7/2024,1374647,460,Indiana State,279,Missouri State,V,,,,W,,195,80,32,56,10,27,6,10,0,18,4,4,6,13,0
12/7/2024,1374654,417,Weber State,570,North Dakota,V,,,,L,,195,75,28,53,7,20,12,14,0,9,7,1,5,11,0
12/7/2024,1374654,570,North Dakota,417,Weber State,H,,,,W,,196,80,28,64,4,19,20,29,0,10,4,0,16,8,0
12/7/2024,1374656,446,Oklahoma,242,Alcorn State,H,,,,W,,193,94,35,64,12,37,12,14,0,24,12,1,9,12,0
12/7/2024,1374656,242,Alcorn State,446,Oklahoma,V,,,,L,,194,78,30,57,10,20,8,12,0,18,7,2,8,18,0
12/7/2024,1374670,253,Cal State Northridge,529,Cal Poly,V,,,,W,,193,102,37,74,8,14,20,29,0,18,11,2,18,12,0
